nama_provinsi,kode_kabkota,nama_kabkota,koordinat_kabkota,tahun,angka_harapan_hidup,angka_melek_huruf,lama_sekolah,pengeluaran_perkapita,ipm
"Prov. Kalimantan Barat",6104,"Kab. Pontianak","0.359825,109.165",2005,66.55,89.4,6.42,609.31338,66.91
"Prov. Kalimantan Barat",6105,"Kab. Sanggau","0.285377,110.577",2005,66.98,89.1,6.43,597.43798,66.18
"Prov. Kalimantan Barat",6106,"Kab. Ketapang","-1.68179,110.539",2005,66.5,88.43,5.72,596.9272,65.19
"Prov. Kalimantan Barat",6107,"Kab. Sintang","-0.119481,112.107",2005,67.43,86.2,5.66,595.78687,65.08
"Prov. Kalimantan Barat",6108,"Kab. Kapuas Hulu","0.830991,112.915",2005,65.89,90.16,7.1,621.86527,68.18
"Prov. Kalimantan Barat",6109,"Kab. Sekadau","0.055962,110.953",2005,66.99,87,6,585.75975,64.5
"Prov. Kalimantan Barat",6110,"Kab. Melawi","-0.725618,111.783",2005,67.23,84.9,5.7,583.70022,63.78
"Prov. Kalimantan Barat",6111,"Kab. Kayong Utara","-1.07557,110.088",2005,,,,,
"Prov. Kalimantan Barat",6112,"Kab. Kubu Raya","-0.402846,109.51",2005,,,,,
"Prov. Kalimantan Barat",6171,"Kota Pontianak","-0.089018,109.351",2005,66.06,91,8.58,620.69201,69.47
"Prov. Kalimantan Barat",6172,"Kota Singkawang","0.879057,109.019",2005,66.44,86.7,6.2,590.81494,64.66
"Prov. Kalimantan Tengah",6201,"Kab. Kotawaringin Barat","-2.3877,111.415",2005,70.9,92.77,7.58,618.50988,71.64
"Prov. Kalimantan Tengah",6202,"Kab. Kotawaringin Timur","-2.0018,112.62",2005,68.89,98.7,8,622.67272,72.48
"Prov. Kalimantan Tengah",6203,"Kab. Kapuas","-1.86886,114.279",2005,70.25,93.85,7.26,624.87105,71.78
"Prov. Kalimantan Tengah",6204,"Kab. Barito Selatan","-1.92739,114.699",2005,67.45,97.89,8.03,620.01972,71.31
"Prov. Kalimantan Tengah",6205,"Kab. Barito Utara","-0.757642,115.13",2005,71.31,98,7.47,616.61467,72.81
"Prov. Kalimantan Tengah",6206,"Kab. Sukamara","-2.53044,111.24",2005,67.19,94.7,6.8,625.85185,70
"Prov. Kalimantan Tengah",6207,"Kab. Lamandau","-1.69264,111.237",2005,66.78,94.4,7.6,624.93999,70.23
"Prov. Kalimantan Tengah",6208,"Kab. Seruyan","-2.1676,112.166",2005,67.18,99.3,7.7,615.80647,70.91
"Prov. Kalimantan Tengah",6209,"Kab. Katingan","-1.86207,113.319",2005,66.98,99.4,7.8,621.55866,71.34
"Prov. Kalimantan Tengah",6210,"Kab. Pulang Pisau","-2.77247,113.98",2005,66.93,91.6,7,625.17526,69.26
"Prov. Kalimantan Tengah",6211,"Kab. Gunung Mas","-0.895158,113.491",2005,67,98.3,8.4,621.29961,71.53
"Prov. Kalimantan Tengah",6212,"Kab. Barito Timur","-1.93246,115.088",2005,67.47,94.6,7.6,617.13829,70.05
"Prov. Kalimantan Tengah",6213,"Kab. Murung Raya","-0.062238,114.204",2005,67.6,99.3,6.6,624.56258,71
"Prov. Kalimantan Tengah",6271,"Kota Palangka Raya","-1.77978,113.809",2005,72.93,99.47,10.48,625.72248,76.96
"Prov. Kalimantan Selatan",6301,"Kab. Tanah Laut","-3.84194,114.947",2005,67.2,90.71,6.01,622.53782,68.28
"Prov. Kalimantan Selatan",6302,"Kota Baru","-2.78339,116.064",2005,63.9,94,7,639.79609,69.24
"Prov. Kalimantan Selatan",6303,"Kab. Banjar","-3.28048,115.056",2005,63.5,95.99,7.05,620.6502,68.02
"Prov. Kalimantan Selatan",6304,"Kab. Barito Kuala","-3.02419,114.609",2005,59.63,91.5,6.48,621.27097,64.5
"Prov. Kalimantan Selatan",6305,"Kab. Tapin","-2.85058,114.994",2005,66.19,92.72,6.84,620.75292,68.64
"Prov. Kalimantan Selatan",6306,"Kab. Hulu Sungai Selatan","-2.70676,115.232",2005,62.58,95.11,6.59,636.24146,68.17
"Prov. Kalimantan Selatan",6307,"Kab. Hulu Sungai Tengah","-2.63117,115.421",2005,63.23,97.4,7.3,622.25315,68.49
"Prov. Kalimantan Selatan",6308,"Kab. Hulu Sungai Utara","-2.42087,115.101",2005,60.8,95.86,6.4,620.84056,66.02
"Prov. Kalimantan Selatan",6309,"Kab. Tabalong","-1.82989,115.448",2005,62.03,95.92,7.3,624.07801,67.64
"Prov. Kalimantan Selatan",6310,"Kab. Tanah Bumbu","-3.32087,115.695",2005,63.27,93.4,6.8,623.04735,67.32
"Prov. Kalimantan Selatan",6311,"Kab. Balangan","-2.29685,115.567",2005,60.19,94.9,6.3,606.4716,64.29
"Prov. Kalimantan Selatan",6371,"Kota Banjarmasin","-3.32828,114.573",2005,65.6,97.61,8.8,628.82983,71.47
"Prov. Kalimantan Selatan",6372,"Kota Banjar Baru","-3.46166,114.786",2005,66.56,97.2,9.3,638.10247,73
"Prov. Kalimantan Timur",6401,"Kab. Pasir","-1.62224,116.229",2005,71.67,92.5,7.3,616.59713,71.66
"Prov. Kalimantan Timur",6402,"Kab. Kutai Barat","0.189887,115.19",2005,69.410263,88.3,6.8,618.52609,69.25
"Prov. Kalimantan Timur",6403,"Kab. Kutai Kartanegara","0.245719,117.041",2005,67.5,96.41,8.3,620.79829,71.27
"Prov. Kalimantan Timur",6404,"Kab. Kutai Timur","1.02225,117.53",2005,67.8,93.2,7.3,612.10209,69.32
"Prov. Kalimantan Timur",6405,"Kab. Berau","1.80806,117.584",2005,68.91,93.74,7.62,617.386,70.7
"Prov. Kalimantan Timur",6406,"Kab. Malinau","2.59453,115.698",2005,67.800892,90.1,6.7,639.36242,70.28
"Prov. Kalimantan Timur",6407,"Kab. Bulungan","2.92062,117.022",2005,72.17,93.58,7.3,617.79325,72.27
"Prov. Kalimantan Timur",6408,"Kab. Nunukan","3.87444,116.679",2005,70.471568,93.3,7.4,622.98436,71.73
"Prov. Kalimantan Timur",6409,"Kab. Penajam Paser Utara","-1.21871,116.612",2005,70.86,93.8,7.4,615.12302,71.46
"Prov. Kalimantan Timur",6410,"Kab. Tana Tidung","3.4432,117.168",2005,,,,,
"Prov. Kalimantan Timur",6471,"Kota Balikpapan","-1.15958,116.887",2005,71.07,97.9,10.01,637.00361,76.1
"Prov. Kalimantan Timur",6472,"Kota Samarinda","-0.430184,117.174",2005,70,96.64,9.67,638.634,75.1
"Prov. Kalimantan Timur",6473,"Kota Tarakan","3.33426,117.593",2005,70.920008,97.5,9.1,619.32767,73.89
"Prov. Kalimantan Timur",6474,"Kota Bontang","0.209815,117.348",2005,71.705232,98.1,9.9,617.10192,74.89
"Prov. Sulawesi Utara",7101,"Kab. Bolaang Mongondow","0.709545,124.067",2005,70.67,98.61,7.27,605.88482,71.61
"Prov. Sulawesi Utara",7102,"Kab. Minahasa","1.299,124.87",2005,71.65,99.52,8.84,612.37666,74.02
"Prov. Sulawesi Utara",7103,"Kab. Kepulauan Sangihe","3.54841,125.539",2005,71.92,98.5,7.73,616.52274,73.44
"Prov. Sulawesi Utara",7104,"Kab. Kepulauan Talaud","4.26898,126.79",2005,70.26,97.5,7.9,614.28258,72.25
"Prov. Sulawesi Utara",7105,"Kab. Minahasa Selatan","1.0733,124.528",2005,71.4,99.4,8.4,586.871,71.56
"Prov. Sulawesi Utara",7106,"Kab. Minahasa Utara","1.507,124.998",2005,71.6,99.5,8.7,609.35681,73.65
"Prov. Sulawesi Utara",7107,"Kab. Bolaang Mongondow Utara","0.686082,123.431",2005,,,,,
"Prov. Sulawesi Utara",7108,"Kab. Siau Tagulandang Biaro","2.72134,125.383",2005,,,,,
"Prov. Sulawesi Utara",7109,"Kab. Minahasa Tenggara","0.999949,124.733",2005,,,,,
"Prov. Sulawesi Utara",7110,"Kab. Bolaang Mongondow Selatan","0.410792,123.879",2005,,,,,
"Prov. Sulawesi Utara",7111,"Kab. Bolaang Mongondow Timur","0.673946,124.467",2005,,,,,
"Prov. Sulawesi Utara",7171,"Kota Manado","1.50213,124.852",2005,72.03,99.6,10.47,622.84725,76.26
"Prov. Sulawesi Utara",7172,"Kota Bitung","1.47772,125.134",2005,69.645044,99.6,9.2,617.44103,73.58
"Prov. Sulawesi Utara",7173,"Kota Tomohon","1.31403,124.815",2005,71.59,99.6,8.8,603.98828,73.33
"Prov. Sulawesi Utara",7174,"Kota Kotamobagu","0.717768,124.246",2005,,,,,
"Prov. Sulawesi Tengah",7201,"Kab. Banggai Kepulauan","-1.39914,123.169",2005,61.495984,94.9,6.8,597.47948,64.69
"Prov. Sulawesi Tengah",7202,"Kab. Banggai","-1.09963,122.619",2005,67.63,94.87,7.27,604.87708,69.01
"Prov. Sulawesi Tengah",7203,"Kab. Morowali","-2.27987,121.645",2005,64.160603,94.2,7.1,612.60047,67.41
"Prov. Sulawesi Tengah",7204,"Kab. Poso","-1.6695,120.48",2005,63.26,97.3,7.49,598.31712,66.78
"Prov. Sulawesi Tengah",7205,"Kab. Donggala","0.001503,119.89",2005,62.96,94.4,7.16,610.17055,66.64
"Prov. Sulawesi Tengah",7206,"Kab. Tolitoli","0.968331,120.874",2005,62.87,94.3,6.8,602.36792,65.7
"Prov. Sulawesi Tengah",7207,"Kab. Buol","0.999847,121.558",2005,64.2,98.2,7.9,589.93886,67.16
"Prov. Sulawesi Tengah",7208,"Kab. Parigi Moutong","-0.238456,119.968",2005,63.66,89.3,6.6,611.12483,65.56
"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna","-1.2185,121.345",2005,62.46,97.3,7.5,592.46909,65.9
"Prov. Sulawesi Tengah",7210,"Kab. Sigi","-1.45968,119.811",2005,,,,,
"Prov. Sulawesi Tengah",7271,"Kota Palu","-0.820163,119.9",2005,68.27,98.4,10.6,617.93187,73.63
"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar","-6.14249,120.479",2005,66.87,86.05,5.99,610.78201,66.14
"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba","-5.46549,120.19",2005,70.55,85.2,6.21,614.43082,68.44
"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng","-5.48126,119.983",2005,71.6,69.41,5.77,620.6711,65.67
"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto","-5.57381,119.699",2005,64.33,68.18,5.3,619.74593,60.94
"Prov. Sulawesi Selatan",7305,"Kab. Takalar","-5.41331,119.494",2005,67.49,73.25,5.26,618.27971,63.67
"Prov. Sulawesi Selatan",7306,"Kab. Gowa","-5.354,119.687",2005,70.7,78,6.25,620.55275,67.42
"Prov. Sulawesi Selatan",7307,"Kab. Sinjai","-5.20395,120.131",2005,70.05,86.2,6.53,594.59401,67.09
"Prov. Sulawesi Selatan",7308,"Kab. Maros","-4.97008,119.717",2005,69.91,82.6,6,624.06856,68.09
"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan","-4.75434,119.641",2005,68.03,84.54,6.22,616.96164,67.09
"Prov. Sulawesi Selatan",7310,"Kab. Barru","-4.43319,119.698",2005,67.37,85.17,6.84,619.1376,67.49
"Prov. Sulawesi Selatan",7311,"Kab. Bone","-4.68324,120.097",2005,67.99,81.3,5.67,621.2008,66.27
"Prov. Sulawesi Selatan",7312,"Kab. Soppeng","-4.31902,119.9",2005,71.15,83.11,6.45,620.64717,68.96
"Prov. Sulawesi Selatan",7313,"Kab. Wajo","-3.97811,120.16",2005,68.615802,80.11,5.8,621.51155,66.47
"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang","-3.80789,119.994",2005,69.71,86.6,7.22,618.13035,69.32
"Prov. Sulawesi Selatan",7315,"Kab. Pinrang","-3.6456,119.611",2005,70.56,89.1,6.9,621.06132,70.33
"Prov. Sulawesi Selatan",7316,"Kab. Enrekang","-3.53501,119.891",2005,72.73,84.16,7.23,617.17208,70.38
"Prov. Sulawesi Selatan",7317,"Kab. Luwu","-3.34763,120.21",2005,71.83,91.47,7.67,617.00945,71.82
"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja","-2.99152,119.734",2005,73.91,83.8,7.39,595.795,69.43
"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara","-2.41617,120.131",2005,70.505901,90.5,7,632.20294,71.55
"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur","-2.48105,120.695",2005,70.31,90.1,6.9,608.06612,69.41
"Prov. Sulawesi Selatan",7326,"Kab. Toraja Utara","-3.0116,119.952",2005,,,,,
"Prov. Sulawesi Selatan",7371,"Kota Makassar","-5.15306,119.453",2005,71.95,96.25,10.47,637.00956,76.57
"Prov. Sulawesi Selatan",7372,"Kota Parepare","-4.01652,119.665",2005,72.72,93.46,8.91,630.10852,74.69
"Prov. Sulawesi Selatan",7373,"Kota Palopo","-2.99277,120.14",2005,70.92,97.3,9.1,618.39161,73.78
"Prov. Sulawesi Tenggara",7401,"Kab. Buton","-5.38816,122.899",2005,67.1,85.72,6.1,596.45583,65.17
"Prov. Sulawesi Tenggara",7402,"Kab. Muna","-4.91909,122.538",2005,65.38,85.01,7,598.38057,64.87
"Prov. Sulawesi Tenggara",7403,"Kab. Konawe","-3.85577,122.067",2005,65.95,93.95,7.6,587.88523,66.81
"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka","-3.67976,121.431",2005,65.6,93.14,7.65,617.80189,68.78
"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan","-4.2602,122.397",2005,66.9,94.1,7.6,591.09922,67.62
"Prov. Sulawesi Tenggara",7406,"Kab. Bombana","-4.62735,121.813",2005,66.7,85.3,5.9,585.0237,63.83
"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi","-5.32294,123.582",2005,66.95,84.4,5.8,576.37797,63.03
"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara","-3.25263,121.129",2005,65.4,92.3,7.4,604.02567,67.23
"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara","-4.74096,122.975",2005,,,,,
"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara","-3.28607,121.915",2005,,,,,
"Prov. Sulawesi Tenggara",7471,"Kota Kendari","-4.0035,122.553",2005,68.41,97.3,10.5,617.58289,73.36
"Prov. Sulawesi Tenggara",7472,"Kota Baubau","-5.4266,122.682",2005,69.03,93.8,8.8,591.87995,69.69
"Prov. Gorontalo",7501,"Kab. Boalemo","0.692982,122.33",2005,66.85,95.2,6,581.53058,65.91
"Prov. Gorontalo",7502,"Kab. Gorontalo","0.740238,122.558",2005,66.73,93.4,6.41,595.64908,66.84
"Prov. Gorontalo",7503,"Kab. Pohuwato","0.70044,121.652",2005,66.6,94.5,6,586.08055,65.97
"Prov. Gorontalo",7504,"Kab. Bone Bolango","0.559517,123.303",2005,66.85,92.8,6.3,603.40517,67.29
"Prov. Gorontalo",7505,"Kab. Gorontalo Utara","0.892006,122.625",2005,,,,,
"Prov. Gorontalo",7571,"Kota Gorontalo","0.531953,123.088",2005,65.01,99.05,9.34,609.54776,70.38
"Prov. Sulawesi Barat",7601,"Kab. Majene","-3.21487,118.87",2005,63.8,89.23,7.01,624.18256,66.93
"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar","-3.30966,119.195",2005,63.52,81.27,5.6,615.37072,63.28
"Prov. Sulawesi Barat",7603,"Kab. Mamasa","-3.10129,119.265",2005,70.52,81.1,5.8,618.03089,67.48
"Prov. Sulawesi Barat",7604,"Kab. Mamuju","-2.35397,119.332",2005,67.4,82.67,5.76,609.26841,65.39
"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara","-1.34188,119.377",2005,67.05,82.3,5.7,601.56895,64.48
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat","-7.56859,131.413",2005,62.94829,98.6,7.8,577.56504,65.53
"Prov. Maluku",8102,"Kab. Maluku Tenggara","-5.63475,133.02",2005,66.875127,99.54,7.59,595.05067,69.11
"Prov. Maluku",8103,"Kab. Maluku Tengah","-3.32153,129.356",2005,64.6,98.62,8.1,591.37661,67.74
"Prov. Maluku",8104,"Kab. Buru","-3.34065,126.639",2005,66.075962,92.8,7.2,588.57226,66.38
"Prov. Maluku",8105,"Kab. Kepulauan Aru","-6.55316,134.291",2005,66.83,98.8,7.5,587.36536,68.26
"Prov. Maluku",8106,"Kab. Seram Bagian Barat","-3.16,128.29",2005,65.2,98,8,581.17992,67.07
"Prov. Maluku",8107,"Kab. Seram Bagian Timur","-3.42318,130.347",2005,64.6,97.7,7.6,560.76294,64.81
"Prov. Maluku",8108,"Kab. Maluku Barat Daya","-7.7893,126.313",2005,,,,,
"Prov. Maluku",8109,"Kab. Buru Selatan","-3.52835,126.615",2005,,,,,
"Prov. Maluku",8171,"Kota Ambon","-3.67265,128.234",2005,72.33,98.17,10.9,619.66491,76.19
"Prov. Maluku",8172,"Kota Tual","-5.6088,132.783",2005,,,,,
"Prov. Maluku Utara",8201,"Kab. Halmahera Barat","1.51616,127.624",2005,63.2,95.3,7.3,582.50458,64.95
"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah","0.406088,128.463",2005,64.13,96.7,7.98,587.4703,66.66
"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula","-1.83272,124.834",2005,63.41,95.9,7.6,584.72925,65.59
"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan","-1.54092,127.787",2005,64.1,95.8,7.4,582.59421,65.64
"Prov. Maluku Utara",8205,"Kab. Halmahera Utara","1.5173,127.793",2005,63.6,95.9,7.6,584.30906,65.66
"Prov. Maluku Utara",8206,"Kab. Halmahera Timur","1.02798,128.238",2005,63.5,92.4,7.8,588.481,65.3
"Prov. Maluku Utara",8207,"Kab. Pulau Morotai","2.31688,128.449",2005,,,,,
"Prov. Maluku Utara",8271,"Kota Ternate","0.809597,127.339",2005,68.8,98.4,10.2,625.54931,74.21
"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan","0.406088,127.662",2005,63.48,92.8,7.9,589.8413,65.56
"Prov. Papua Barat",9101,"Kab. Fakfak","-3.31843,132.872",2005,69,95.9,7.93,568.76484,67.71
"Prov. Papua Barat",9102,"Kab. Kaimana","-3.5477,134.443",2005,68.76,91.2,7.1,581.30781,66.88
"Prov. Papua Barat",9103,"Kab. Teluk Wondama","-2.58788,134.557",2005,66.39,70.1,5.8,583.76037,60.1
"Prov. Papua Barat",9104,"Kab. Teluk Bintuni","-2.0977,133.322",2005,66.83,70,5.7,581.8792,60.11
"Prov. Papua Barat",9105,"Kab. Manokwari","-1.80035,133.968",2005,66.61,77.18,5.6,574.04909,60.9
"Prov. Papua Barat",9106,"Kab. Sorong Selatan","-1.66473,132.197",2005,65.46,87.9,7,566.54135,63.11
"Prov. Papua Barat",9107,"Kab. Sorong","-0.946039,131.859",2005,65.72,90.25,8.03,578.93537,65.49
"Prov. Papua Barat",9108,"Kab. Raja Ampat","-0.229671,131.037",2005,64.66,86.3,7,548.55591,60.92
"Prov. Papua Barat",9109,"Kab. Tambrauw","-0.719501,132.355",2005,,,,,
"Prov. Papua Barat",9110,"Kab. Maybrat","-1.43974,132.338",2005,,,,,
"Prov. Papua Barat",9171,"Kota Sorong","-0.927203,131.366",2005,70.151486,99.1,10.1,615.8038,74.29
"Prov. Papua",9401,"Kab. Merauke","-7.9868,139.839",2005,61.44,86.3,6.67,582.62509,61.51
"Prov. Papua",9402,"Kab. Jayawijaya","-3.95492,139.031",2005,65.55,31.92,2.4,569.84341,47.56
"Prov. Papua",9403,"Kab. Jayapura","-3.0866,140.033",2005,66.35,92.75,7.58,598.13241,67.54
"Prov. Papua",9404,"Kab. Nabire","-3.46936,135.302",2005,66.6,83.2,6.1,606.20827,65.08
"Prov. Papua",9408,"Kab. Yapen Waropen","-1.75587,136.161",2005,65.65,85.97,6.35,620.23829,66.44
"Prov. Papua",9409,"Kab. Biak Numfor","-0.912187,135.872",2005,65.09,96.47,7.93,585.2234,66.93
"Prov. Papua",9410,"Kab. Paniai","-3.78484,136.459",2005,66.4,62.8,6.2,577.26688,58.34
"Prov. Papua",9411,"Kab. Puncak Jaya","-3.39141,138.025",2005,66.400565,86.4,6.1,619.20882,66.69
"Prov. Papua",9412,"Kab. Mimika","-4.45002,136.341",2005,68.821064,84.2,6.5,598.3048,66.23
"Prov. Papua",9413,"Kab. Boven Digoel","-6.18709,140.378",2005,65.58,31.4,2.4,571.12711,47.56
"Prov. Papua",9414,"Kab. Mappi","-6.31382,139.264",2005,65.15,31.2,2.2,569.87409,47.04
"Prov. Papua",9415,"Kab. Asmat","-5.44092,138.728",2005,64.5,30.9,3.1,569.22432,47.22
"Prov. Papua",9416,"Kab. Yahukimo","-4.44653,139.463",2005,65.24,31.7,2.4,570.12671,47.36
"Prov. Papua",9417,"Kab. Pegunungan Bintang","-4.54753,140.526",2005,64.64,31.4,2.2,571.75639,46.94
"Prov. Papua",9418,"Kab. Tolikara","-3.53772,138.863",2005,65.35,32,2.4,592.44177,49.21
"Prov. Papua",9419,"Kab. Sarmi","-2.58306,139.134",2005,65.75,87,6.4,594.33999,64.76
"Prov. Papua",9420,"Kab. Keerom","-3.24333,140.545",2005,66.15,90.9,7.3,593.44704,66.45
"Prov. Papua",9426,"Kab. Waropen","-2.68118,136.578",2005,64.14,76,6.2,594.53255,61.29
"Prov. Papua",9427,"Kab. Supiori","-0.75568,135.558",2005,64.84,93.5,7.7,584.24682,65.89
"Prov. Papua",9428,"Kab. Mamberamo Raya","-2.39784,137.878",2005,,,,,
"Prov. Papua",9429,"Kab. Nduga","-4.34969,138.305",2005,,,,,
"Prov. Papua",9430,"Kab. Lanny Jaya","-3.85485,138.37",2005,,,,,
"Prov. Papua",9431,"Kab. Mamberamo Tengah","-3.61216,139.172",2005,,,,,
"Prov. Papua",9432,"Kab. Yalimo","-3.79591,139.555",2005,,,,,
"Prov. Papua",9433,"Kab. Puncak","-3.5955,137.472",2005,,,,,
"Prov. Papua",9434,"Kab. Dogiyai","-3.72869,135.997",2005,,,,,
"Prov. Papua",9435,"Kab. Intan Jaya","-4.07561,136.341",2005,,,,,
"Prov. Papua",9436,"Kab. Deiyai","-3.59701,136.599",2005,,,,,
"Prov. Papua",9471,"Kota Jayapura","-2.6529,140.772",2005,67.45,96.7,10.4,611.42294,72.14
"Prov. Nanggroe Aceh Darussalam",1101,"Kab. Simeulue","2.62818,96.0898",2006,62.7,98.295656,6.2,606.65298,66.380715
"Prov. Nanggroe Aceh Darussalam",1102,"Kab. Aceh Singkil","2.439,97.9244",2006,64,96.2,7.7,599.09595,67.166213
"Prov. Nanggroe Aceh Darussalam",1103,"Kab. Aceh Selatan","3.25638,97.213",2006,66.5,96.42,8.2,591.79697,68.412106
"Prov. Nanggroe Aceh Darussalam",1104,"Kab. Aceh Tenggara","3.59968,97.6619",2006,69.1,96.94,9.3,589.12127,70.580805
"Prov. Nanggroe Aceh Darussalam",1105,"Kab. Aceh Timur","4.56983,97.7723",2006,69.3,97.24,8.4,572.86627,68.83976
"Prov. Nanggroe Aceh Darussalam",1106,"Kab. Aceh Tengah","4.56693,96.8147",2006,69.2,97.47,9,597.32116,71.163571
"Prov. Nanggroe Aceh Darussalam",1107,"Kab. Aceh Barat","4.49032,96.041",2006,69.6,89.87,8.2,584.02521,68.080097
"Prov. Nanggroe Aceh Darussalam",1108,"Kab. Aceh Besar","5.35887,95.5144",2006,70.3,96.93,9.4,596.31245,71.873275
"Prov. Nanggroe Aceh Darussalam",1109,"Kab. Pidie","5.1152,95.9574",2006,68.7,94.53,8.6,598.02354,69.990269
"Prov. Nanggroe Aceh Darussalam",1110,"Kab. Bireuen","5.081,96.5974",2006,72.2,98.336155,9.2,584.67305,72.196554
"Prov. Nanggroe Aceh Darussalam",1111,"Kab. Aceh Utara","4.99764,97.1454",2006,69.3,96.042584,9.1,590.3397,70.438201
"Prov. Nanggroe Aceh Darussalam",1112,"Kab. Aceh Barat Daya","3.78325,96.9143",2006,66,95.7,7.5,592.65272,67.521729
"Prov. Nanggroe Aceh Darussalam",1113,"Kab. Gayo Lues","3.97798,97.323",2006,66.6,86.7,8.7,590.85113,66.605171
"Prov. Nanggroe Aceh Darussalam",1114,"Kab. Aceh Tamiang","4.20756,98.0029",2006,68,98,8.4,578.6713,68.7336
"Prov. Nanggroe Aceh Darussalam",1115,"Kab. Nagan Raya","4.15452,96.5184",2006,69.2,89.7,6.7,586.23199,66.878979
"Prov. Nanggroe Aceh Darussalam",1116,"Kab. Aceh Jaya","4.8271,95.6491",2006,67.8,91.063991,8.7,584.68476,67.766605
"Prov. Nanggroe Aceh Darussalam",1117,"Kab. Bener Meriah","4.76923,96.9901",2006,67.2,96.4,8.1,583.95291,68.118231
"Prov. Nanggroe Aceh Darussalam",1118,"Kab. Pidie Jaya","5.13828,96.2004",2006,68.8,94.2,8,596.2,69.387576
"Prov. Nanggroe Aceh Darussalam",1171,"Kota Banda Aceh","5.54215,95.3431",2006,69.6,99.03,11.2,624.34518,75.443807
"Prov. Nanggroe Aceh Darussalam",1172,"Kota Sabang","5.83886,95.2953",2006,69.7,98.16,9.6,618.35584,73.659473
"Prov. Nanggroe Aceh Darussalam",1173,"Kota Langsa","4.48157,97.9214",2006,69.7,98.466264,9.4,591.51531,71.511801
"Prov. Nanggroe Aceh Darussalam",1174,"Kota Lhokseumawe","5.12941,97.0654",2006,69.2,98.824879,9.7,621.49268,73.845157
"Prov. Nanggroe Aceh Darussalam",1175,"Kota Subulussalam","2.65359,97.9101",2006,65.2,96.5,7.5,599.9,67.813336
"Prov. Sumatera Utara",1201,"Kab. Nias","1.12946,97.7191",2006,68.7,89.44896,6.4,592.41474,66.799462
"Prov. Sumatera Utara",1202,"Kab. Mandailing Natal","0.716284,99.4183",2006,63.3,99.312069,7.7,624.37815,69.416436
"Prov. Sumatera Utara",1203,"Kab. Tapanuli Selatan","1.52419,99.2215",2006,66.9,99.740757,8.9,625.11673,72.457483
"Prov. Sumatera Utara",1204,"Kab. Tapanuli Tengah","1.86878,98.6094",2006,67.3,95.6,8.1,603.56,69.506384
"Prov. Sumatera Utara",1205,"Kab. Tapanuli Utara","2.0633,98.8284",2006,68.2,98.55,8.8,621.52676,72.564476
"Prov. Sumatera Utara",1206,"Kab. Toba Samosir","2.50027,99.0042",2006,70.4,97.923387,9.7,632.63224,75.169596
"Prov. Sumatera Utara",1207,"Kab. Labuhan Batu","2.14783,99.9218",2006,67.6,98.370311,8.3,624.25297,72.030847
"Prov. Sumatera Utara",1208,"Kab. Asahan","2.98305,99.531",2006,68.4,95.618809,7.2,619.37259,70.673086
"Prov. Sumatera Utara",1209,"Kab. Simalungun","2.95304,99.2713",2006,68.5,96.203593,8.6,616.33622,71.661732
"Prov. Sumatera Utara",1210,"Kab. Dairi","2.82712,98.2783",2006,67.4,97.814964,8.2,618.9238,71.311734
"Prov. Sumatera Utara",1211,"Kab. Karo","3.09635,98.2514",2006,71.8,97.390925,8.9,610.34785,73.519843
"Prov. Sumatera Utara",1212,"Kab. Deli Serdang","3.46231,98.888",2006,69.5,97.421544,8.8,623.646,73.199179
"Prov. Sumatera Utara",1213,"Kab. Langkat","3.766,98.2307",2006,68.9,96.81,8.7,609.01,71.528432
"Prov. Sumatera Utara",1214,"Kab. Nias Selatan","0.786682,97.7166",2006,68.4,84.8,6.3,579.29471,64.514956
"Prov. Sumatera Utara",1215,"Kab. Humbang Hasundutan","2.23062,98.5734",2006,67.5,98.2,8.6,602.38425,70.475073
"Prov. Sumatera Utara",1216,"Kab. Pakpak Bharat","2.55478,98.2762",2006,66.5,96.223176,8.1,602.44107,69.11423
"Prov. Sumatera Utara",1217,"Kab. Samosir","2.50894,98.6264",2006,69.3,96.6,9.5,614.90537,72.750713
"Prov. Sumatera Utara",1218,"Kab. Serdang Bedagai","3.34975,99.0295",2006,68.6,96.4,8.6,613.57238,71.54803
